name,price,Original Price,category,site
"Anker P3I, Hybrid Active Noise Cancelling Earbuds, 4 Mics Wireless Earbuds, Ai-Enhanced Calls, 10Mm Drivers, App, Custom Eq, 36H Playtime, Fast Charging, Bluetooth 5.2 - Black","3,040..00","EGP 3,556.80",Headphones,amazon
"2023 In Ear Wired Stereo Earphone Compatible with Note 10 S10,S20, S22, A54 with Braided Cable, Built-in Microphone, Volume Control Buttons, Type-C Connector, Black",168..00,N/A,Headphones,amazon
"Daemon Cat Ear Headphones for Girls/Women/Kids with Mic&Light Up Cat,85dB Safe Volume Limited,Foldable Headphones for Online Learning School/Travel/Smartphone,Support 3.5mm Audio (Ash Grey)",N/A,N/A,Headphones,amazon
"2024 New Stereo Headphones for Samsung Galaxy S23 Ultra Galaxy S22 Ultra S21 Ultra S20 Ultra, Galaxy Note 10+ - Designed by - with Microphone and Volume Remote Control Type-C Connector -BLACK",342..33,N/A,Headphones,amazon
"Dog Man: Fetch-22: A Graphic Novel (Dog Man #8): From the Creator of Captain Underpants, 8: Volume 8",N/A,N/A,Headphones,amazon
Xiaomi Buds 5 Titan Gray,"10,899..00",N/A,Headphones,amazon
"SoundPEATS Wireless Bluetooth Earbuds Capsule3 Pro, Hi-Res Audio Headphones with LDAC, Hybrid Active Noise Cancellation Earphones, 6 Mics, Transparency Mode, Game Mode, 52H Playtime with Case (White)","2,666..00",N/A,Headphones,amazon
ONIKUMA 26 Professional Wired Gaming Headphones HD Mic Stereo Surround Sound RGB,N/A,N/A,Headphones,amazon
"M11 Wireless Bluetooth headphones, built-in high-fidelity microphone, Bluetooth V5.3, digital screen to display the charging percentage for each headphone and the charging box, large capacity charging",248..00,EGP 290.00,Headphones,amazon
Stereo Sound - G8 Earphones (Black),88..00,N/A,Headphones,amazon
"Onikuma k8 rgb camouflage gaming headset, noise cancelling mic,Green",799..00,N/A,Headphones,amazon
"Havit gamenote h656d e-sports chroma rgb gaming headphone 50mm driver for pc ps4 ps5 / mobile, Wired Headphones Headset",799..00,N/A,Headphones,amazon
Bloody A4Tech G535P RGB Gaming Headset - Stereo Sound – Noise-Cancelling Mic. - In Line Controller - Premium Comfor | Black (3.5mm + USB),"1,300..00",N/A,Headphones,amazon
"Rsilou R3011 Open Ear OWS wireless Bluetooth Earbuds, Intuitive Touch Controls, fast charging, comfortable for long-term wearing, dual modes, digital display | 12 month local warranty (black)","1,090..00",N/A,Headphones,amazon
V8 VIO Stereo Gaming Headset – RGB Lighting – Extended Microphone – Surround Sound – USB & 3.5mm Connection – Black,N/A,N/A,Headphones,amazon
"HeadfonsPRO 2 ANC (active noice cancellation)-with IOS cable of 1 meter for charging Bluetooth for iPhone/Samsung/Android/iOS with Touch Control,with Lightning Charging Case (master copy",440..54,N/A,Headphones,amazon
"Logitech G G335 Wired Gaming Headset, Black","2,595..00","EGP 3,217.50",Headphones,amazon
"realme Buds Q2S Wireless Headphones, Bluetooth 5.2 Dolby Audio, 10 mm Dynamic Bass Boost Driver, IPX4 Water Resistant, Paper White","1,249..00",N/A,Headphones,amazon
Stereo D21 Aux Earphone Ergonomic Design With Earphone plug Comfortable And Extra Bass For Mobile Phone - White,43..00,EGP 48.68,Headphones,amazon
Headphone – Bluetooth-SD1103- Hi-Fi AUDIO- TF Card-Folding design-Playback time 8h (black),550..00,N/A,Headphones,amazon
Sony wf-c500 truly wireless headset - black,"3,480..30",N/A,Headphones,amazon
headphone KUBITE gaming T-173,750..00,N/A,Headphones,amazon
Buds pro 2 Wireless Headphones with Charging Case IPX7 Waterproof Noise Cancelling Headphones with Mic for Sports/Work/Travel Compatible with Android iPhone Samsung Android USA Ward White,464..98,N/A,Headphones,amazon
"KP TECHNOLOGY In-Ear Earphones For Samsung Galaxy A16 5G / A15 / A25 / A05s / A05 / A14 / A13 / A04S / A04E / A24 / A12 / A23 / A22 / A21S / A32, Headphones Earbuds with USB Type C interface (BLACK)",175..00,N/A,Headphones,amazon
Headphones 3.5mm compatible with Samsung phones A k g black in ear,121..50,EGP 135.00,Headphones,amazon
Baseus Bowie D05 Wireless Headphones Creamy-white,N/A,N/A,Headphones,amazon
L'avvento (HP06L) Headphone Stereo Golden Plug With 40mm Speaker Driver - 1.5M - Blue Headphones Headset,529..00,N/A,Headphones,amazon
"AirPod Pro Plus Bluetooth Headset with Active Noise Cancelling Wireless Charging Case (White, True Wireless) in Ear",420..00,N/A,Headphones,amazon
"Wireless Gaming Headset P47 M CAT Cat Ear LED Light Headphones, Bluetooth Stereo Headset, Kids and Adults (Move)",259..00,N/A,Headphones,amazon
"CMF BY NOTHING Buds Wireless Earbuds,42dB Active Noise Cancellation,35.5H Playtime IP54 Waterproof Earphones,Bluetooth 5.3 Dual-Device Connection in Ear Headphones for iPhone & Android (Orange)","2,599..00",N/A,Headphones,amazon
"M27 True Wireless in-Ear Bluetooth Earbuds,LED Power Display Charging Case Earphones in-Ear",295..00,N/A,Headphones,amazon
"Soundcore by Anker Liberty 3 Pro Noise Cancelling Earbuds, True Wireless Earbuds with ACAA 2.0, HearID ANC, Hi-Res Audio Wireless, 6 Mics for Calls, 32H Playtime, (Black) 18 Months Warranty","3,990..00","EGP 5,880.01",Headphones,amazon
Wired Earphone Type-C with Microphone Built-in Earphone Compatible with Realme Buds Classic Compatible with Realme Compatible with Oppo/Vivo/Oneplus (Black),350..00,N/A,Headphones,amazon
SODO SD-1004 Wireless Headphone Born To Music with Microphone Walk and Talk - Grey,419..00,N/A,Headphones,amazon
JBL Quantum 100X Console - Gaming Headset for Xbox (Black),"1,800..00",N/A,Headphones,amazon
"In-Ear Earbuds Compatible with iPhone, Lightning Connector, White, Wired Earphones with Volume Control and Microphone for iPhone 7, 7 Plus, 8, 8 Plus, 13, 12, 11 Pro Max, X, XS, XR",179..99,EGP 199.99,Headphones,amazon
سماعة رأس سودو SD1101 بلوتوث مع دعم بطاقة TF وكارت ميموري، ميكروفون خارجي، بطارية تدوم حتى 8 ساعات – تجربة صوتية متميزة وراحة مستمرة (black),550..00,N/A,Headphones,amazon
JBL T110 PureBass Headphones - White,293..02,EGP 326.00,Headphones,amazon
VINTEX Clip-On Wireless Bluetooth Headset,995..00,N/A,Headphones,amazon
Celebrat G12 High Fidelity Wired Stereo Earphone With Microphone Pure And Balanced Stereo Sound And Clarity In Calls Fits Various Mobile Phones 1.2 Meter Length - Black,73..00,EGP 94.00,Headphones,amazon
Headphone In Ear Stereo USB Type-C Compatible With Xiaomi Huawei Samsung Any Smart Phone - White,210..00,N/A,Headphones,amazon
"Realme Q2s Bluetooth Earbuds AIENC Noise Cancellation Dynamic 10mm Bass Subwoofer 30 Hour Play ultra-low Standby Times 88ms Flash Charging, IPX4, Waterproof - (Green) Headphones Headset","1,299..99",N/A,Headphones,amazon
سماعات ايربودز لاسلكية بتقنية بلوتوث 5.3 - محرك ديناميكي 13 مم - Hi-Res وLDAC - إلغاء ضوضاء المكالمات - تحكم باللمس الذكي - عمر بطارية 5 ساعات - Hit-Buds R20 (ابيض),750..00,N/A,Headphones,amazon
Blue Spectrum Stereo Headset With Microphone Compatible with iphones Bluetooth Must be Turened on Model : B-07,189..00,N/A,Headphones,amazon
"Wireless Bluetooth Earbuds Pro Compatible with iPhone and Android - Semi Original, In Ear White",410..00,N/A,Headphones,amazon
Casio Headphone ST Standard GM08,875..00,N/A,Headphones,amazon
"True Wireless Bluetooth 5.0 Headphones Wireless 2000 mAh Chargeable Case with Deep Bass, Touch Control & Compatible with Android, iPhone, iPad Device",233..00,N/A,Headphones,amazon
S o d o o SD-1008 Wireless Over Ear Bluetooth Headphones - Beige,440..00,N/A,Headphones,amazon
"SoundPEATS Wireless Earbuds, Air4 Lite Bluetooth V5.3 Earbuds with Hi-Res Sound, 13mm Dynamic Driver and 6 Mics for Clear Calls, 80ms Low Latency, Dual Device Connection, Total 30 Hours, App","2,199..00",N/A,Headphones,amazon
Itel T1 Neo Earbuds - White,N/A,N/A,Headphones,amazon
BOROFONE BW48 Enlighten wireless BT headset White,599..00,N/A,Headphones,amazon
"USB C Headphones Compatible with Galaxy S24 S23 S22 A53 A54 USB-C Earphones for iPhone 15/16 Pro Max, in-Ear Wired USB Type C Headphones HiFi Stereo Noise Cancelling Earbuds",190..00,N/A,Headphones,amazon
"Stereo gaming headphone with microphone hp h 220g, Wired Headphones Headset",550..00,N/A,Headphones,amazon
P9 Wireless Bluetooth Headphones Over Ear Stereo Music Headphones Gaming Headset - Supports Mircoro TF for Laptop/Mobile Phone/PC (Green),290..99,EGP 299.99,Headphones,amazon
"Lenovo Over-Ear Stereo Gaming Headset HU85 (Black), Wired Headphones Headset",413..86,N/A,Headphones,amazon
2024 3rd Gen Bluetooth Earbuds 5.3 Noise Cancelling Earbuds 24H Playtime with Waterproof Charging Case I PX7 1Airpods 3 White In-Ear,418..00,N/A,Headphones,amazon
Airbod Pro 2 Bluetooth Earphone Compatible with iOS and Android - Semi White,469..00,N/A,Headphones,amazon
"Jbl tune 125 bt - coral, Wireless earphones Airpods earbuds headphones","1,599..00","EGP 1,719.37",Headphones,amazon
Skullcandy Ink'd 2.0 In-Ear Headphones with Mic - Lime Green/Black,199..00,N/A,Headphones,amazon
CMF BY NOTHING Buds Pro 2 with 50 dB ANC| Dual Drivers| Smart Dial & Spatial Audio Bluetooth Headset (in The Ear) (Blue),"4,200..00",N/A,Headphones,amazon
JS18 Gaming Binaural Low Latency Led Digital Display Stereo Breathing Light Headset With Mic Tws Wireless Headphones Earphones,740..00,N/A,Headphones,amazon
"JBL T205RGD In-Ear Headphones Rose Gold, Wired",836..00,N/A,Headphones,amazon
"Bluetooth Sports Headband Headphones - Ultra-Thin HD Stereo for Workout, Travel, Meditation",315..00,EGP 350.00,Headphones,amazon
"realme Buds T310 with 12.4mm Driver, 30dB ANC, 360 Spatial Audio and 40 Hours Playback Bluetooth Headset (True Wireless) (Vibrant Black)",N/A,N/A,Headphones,amazon
AMA-401 4 Inch 100 Watt 4 Ohm Headphone,154..00,EGP 171.00,Headphones,amazon
Celebrat G12 High Fidelity Wired Stereo Earphone With Microphone Pure And Balanced Stereo Sound And Clarity In Calls Fits Various Mobile Phones 1.2M - White,65..00,EGP 93.00,Headphones,amazon
"Logitech Stereo Headset H110 with Noise Cancelling Microphone And Wired 3.5mm Plug For Computer PC, Mac, Laptop - Grey",570..00,N/A,Headphones,amazon
JBL JR310BT Kids Wireless Over-Ear Headphones With Bluetooth Connectivity And Clear Sound - Green,"2,595..00","EGP 3,524.00",Headphones,amazon
"Viwind Magnetic Strap,Anti-Lost Silicone Lanyard,Wire Cable Connector for Wireless Earphones,Soft Sports Running Neck Rope Cord Bluetooth Earphone Accessories Compatible with AirPods Pro/4/3/2/1-Pink",190..00,N/A,Headphones,amazon
"Xtrek Me GH-511 Gaming Headset with RGB Backlight - 50mm Stereo Sound, Omnidirectional Microphone, USB + 3.5mm-Grey",950..00,N/A,Headphones,amazon
"soundcore by Anker Liberty 4 Bluetooth In-Ear Headphones with Noise Cancelling (ANC), ACAA 3.0, Dual Dynamic Drivers for Hi-Res Premium Sound, Spatial Audio, Heart Rate Monitor (in Cloud Grey)","4,400..00",N/A,Headphones,amazon
"AVALON REEVO Gaming Headset, 7.1 Surround Sound PS4 Headset with Microphone, For Games, PC Headphones, Heavy Bass, Telescopic, Noise Isolation, Wired, FPS Compatible, LED Light BLUE",499..00,N/A,Headphones,amazon
KP TECHNOLOGY Earphones for Samsung Galaxy A16 5G / A15 / A35 / A55 / A34 / A54 / A33 / A53 / A52 / S21 FE / S21 / S21 Plus / S21 Ultra / S20 / S20 Plus / S20 Ultra / S20 FE In-Ear Headphones Earbuds,170..00,N/A,Headphones,amazon
In-Ear Wired Headphones with Tangle-free Connector Built-in Microphone Volume Control Noise Isolating for 14 13 12 11 XR XS X 8 7 SE Pro Max 7 8 White,105..00,N/A,Headphones,amazon
Airbod Pro 2 Bluetooth Earphone Compatible with iOS and Android - Semi White,465..00,N/A,Headphones,amazon
"Buds (3rd Gen) Wireless Earbuds with 2X More Active Noise Cancellation, Adaptive Transparency, Custom Sound, Charging Case, Bluetooth, In-Ear, White",419..00,N/A,Headphones,amazon
"Blue Spectrum D42 Pure Sound In Ear Headphones - White, Wired",70..20,EGP 78.00,Headphones,amazon
In-Ear Bluetooth Headset with Microphone Noise Isolating Earphones for iPhone X 8 7 Plus 11 12 13 Pro Max - White,110..00,N/A,Headphones,amazon
3 Bluetooth Headset [ US ] with Active Noise Cancelling Wireless Charging Case in Ear,359..00,EGP 369.00,Headphones,amazon
"USB C Headphones, In Ear TPYE C Earphones HiFi Stereo Noise reduction Earphones with Mic&Volume Control Headphones compatible for Samsung S20/S10, uawei P40/P30/Mate 20，Google Pixel 5/4/3/2XL ect",149..99,N/A,Headphones,amazon
Joyroom JR-EW04 Wired Series Half In-Ear Wired Earphones-Black|12 Months Warranty,130..50,N/A,Headphones,amazon
"In-Ear Headset 150, Black, X7B04AA",199..00,N/A,Headphones,amazon
"JBL T110 wired in-Ear Headphones Headset With a stunning user friendly design and Pure Bass sound, one button remote with microphone, tangle-free flat cable - white",270..00,EGP 326.00,Headphones,amazon
"Anwangda Wireless Gaming Headset, Bluetooth 5.0 Cat Ear Headphones, Kids Headphones,LED Light Up Bluetooth Over Ear Headphones for Kids and Adults Wearing(Black) Headset",300..00,N/A,Headphones,amazon
Akg K52 Akg K52 Closed-Back Headphones - (Pack Of1),"2,899..00",N/A,Headphones,amazon
Beats studio Wireless Bluetooth Monster blue,N/A,N/A,Headphones,amazon
"Gravastar Sirius Pro Wireless Earbuds, Bluetooth Earbuds with 16 Hours Playtime, Deep Bass 3D Stereo, Gaming Headphones for iPhone/Android(Neon Green)",N/A,N/A,Headphones,amazon
"Sennheiser GSP 300 gaming Headset for PC, Mac, PS4 & Multi-platform - Black/Blue, Wired Headphones Headset","3,854..88","EGP 3,961.00",Headphones,amazon
"Bluetooth Wireless Headphones M10 - Waterproof Earbuds, 9D Stereo Sport Headset With Mic and Charging Box - Black",199..99,N/A,Headphones,amazon
"AWEI T26 Pro Earbuds Wireless Bluetooth, Bluetooth 5.3 Noise Cancelling Headphones True Wireless IPX6 Waterproof Stereo in-Ear Earphones with Built-in Microphone (Black)",674..00,N/A,Headphones,amazon
Bluetooth Connection Apple EarPods with Lightning Connector - White,89..10,EGP 95.00,Headphones,amazon
Earbuds T1 - White,450..00,N/A,Headphones,amazon
SODO MH2 BLUETOOTH 3.0 WIRELESS HEADPHONE WITH NFC Black,950..00,N/A,Headphones,amazon
Logitech G435 LIGHTSPEED Wireless Gaming Headset - White,"3,975..00","EGP 4,561.00",Headphones,amazon
"cx310 stereo earphone with noise isolation and microphone for 3.5mm jack - black, Wired Headphones Headset",88..00,EGP 100.00,Headphones,amazon
HP 2AP91AA Wired Earphone - Navy,299..00,N/A,Headphones,amazon
"Pro 2nd Gen | Bluetooth Headphones for iPhone/Samsung/AirPods/Android/iOS with Touch Control, In-Ear Multicolor",460..00,EGP 477.00,Headphones,amazon
حافظة سماعات ريلمي بودز من ايكو سيستم، مصنوعة من السيليكون والبولي يوريثين المقاوم للحرارة، لون احمر- T100,140..00,N/A,Headphones,amazon
All New M10 Wireless Lightwight Bluetooth Headset 5.1 in-Ear 9D Mini Touch Sports Binaural Earphones for Work Compitable with All Androide & Smart Phones,225..00,N/A,Headphones,amazon
SODO SD-1003 Use Bluetooth 5 Dual Mode Wired Wireless Headphone/AUX/TF Card/Built in Microphone Walk And Talk - Gold,359..55,EGP 369.00,Headphones,amazon
"Headphones For Apple iPhone 8 With Lightning Jack-E-08, White",N/A,N/A,Headphones,amazon
2023 AirPods Pro (2nd generation) with MagSafe Case (USB‑C),N/A,N/A,Headphones,amazon
SODO 1007 Bluetooth Headphone,471..00,N/A,Headphones,amazon
Cooler Master CH331 USB RGB Gaming Headset,"2,013..50","EGP 2,205.03",Headphones,amazon
Wireless Earbuds Water Resistance Smooth Touch Controls With Charging Cable Smart Design Fits Varies Smart Device - Blue,N/A,N/A,Headphones,amazon
"Bluetooth Headphones Gaming Headset Headphone Earphone Noise Reduction Intelligent Audio Handsfree Wireless Foldable Earphone with Mic Stereo Fm,Memory Card Support (RED)",194..00,N/A,Headphones,amazon
Joyroom JR-EW01 Wired Series Half In-Ear Wired Earphones-White|12 Months Warranty,110..00,EGP 122.14,Headphones,amazon
"eXson M10 TWS Bluetooth In Ear Earbuds Wireless Earbuds 003 Bluetooth Headset (Black, True Wireless) (M10 TWS Wireless Earbuds)",230..00,EGP 256.00,Headphones,amazon
"Bose QuietComfort Ultra Wireless Noise Cancelling Earbuds, Bluetooth Noise Cancelling Earbuds with Spatial Audio and World-Class Noise Cancellation, Black","18,999..00",N/A,Headphones,amazon
"Bluetooth Connection Lighting Earbuds Headphone Wired Earphones Headset with Microphone and Volume Control, Compatible with iPhone XS/XS Max/XR/X/8/8 Plus/7/7 Plus Plug and Play IOS 10/11/12",81..90,N/A,Headphones,amazon
Plush Headphone Covered In Faux Fur Designed With Comfortable Design And Include 3.5mm To 3.5mm Cable Suitable For Girls - Pink,N/A,N/A,Headphones,amazon
Celebrat A19 Wireless Neckband Sports Earphone In Ear HiFi Sound Quality - Black,599..00,N/A,Headphones,amazon
"3.5mm Lightweight [Certified] Headphones with Cable, Microphone, Volume Control, Compatible with iPhone, iPod, iPad, MP3, Huawei, Samsung, Wired, On-Ear, White",94..50,N/A,Headphones,amazon
"JBL Harman T290 In-Ear Headphone - Black, Wired",513..00,EGP 561.00,Headphones,amazon
"Onikuma K1 Pro 3.5mm Jack Gaming Headset for Mobile, Pc, Ps4 Xbox - Camouflage",489..00,EGP 550.00,Headphones,amazon
Awei Z1 Wired In-Ear Earphones with Microphone - Black Headphones Headset,270..00,N/A,Headphones,amazon
M25 Damix Wireless 5.2 Game Headset,333..00,N/A,Headphones,amazon
"Beats Powerbeats Pro Wireless Earbuds - Apple H1 Headphone Chip, Class 1 Bluetooth Headphones, 9 Hours of Listening Time, Sweat Resistant, Built-in Microphone - Black","16,100..00",N/A,Headphones,amazon
Blue Spectrum D-36 Aux Earphone Stereo Ergonomic Design With Earphone plug Comfortable And High Quality For Mobile Phone - White,66..00,EGP 72.00,Headphones,amazon
"QCY Bluetooth Headphones, T13 Noise Cancelling Bluetooth 5.1 Wireless Earphones with 4 Built-in Microphones, 40 Hours Playback, IPX5 Waterproof Wireless In Ear Headphones, Black","2,943..08",N/A,Headphones,amazon
"MediaTech Bluetooth Headphone,Bluetooth 5.3, USB-C Charging, Battery 300 mAh, 40H Playtime, Ice Gray, MT-H77, (1 Year Warranty)",718..20,N/A,Headphones,amazon
"JBL LIVE 660NC, Wireless Over-Ear Noise-Cancelling Headphones with Mic, Black","7,699..00",N/A,Headphones,amazon
"Next Store EP1 Wired Remote Control Earbuds - Comfortable Fit, Hi-Res Mic, Premium Sound",120..00,N/A,Headphones,amazon
Generic In-Ear Wired Headset Compatible with iPhone 7 7 7 Plus Wax 11 12 and 13 Pro Max - White,118..00,N/A,Headphones,amazon
Realme RMA2001 Buds Classic Wired Earphones with HD Microphone - White,300..00,N/A,Headphones,amazon
طقم سماعة موتوسيكل مدوره بالدرر والريموت التحكم 12 فولت اسود 2.5 بوصة,500..00,N/A,Headphones,amazon
QCY T13ANCW Wireless Earbuds White,"1,367..00",N/A,Headphones,amazon
Blue Spectrum R6 Aux Earphone Stereo Ergonomic Design With Earphone plug Comfortable And High Quality For Mobile Phone - White,72..00,EGP 86.00,Headphones,amazon
Sony wi-c100 wireless in-ear headphones Headset,"1,250..00",N/A,Headphones,amazon
"realme Buds T300 Truly Wireless in-Ear Earbuds with 30dB ANC, 360° Spatial Audio Effect, 12.4mm Dynamic Bass Boost Driver with Dolby Atmos Support, Upto 40Hrs Battery and Fast Charging (Youth White)","2,250..00",N/A,Headphones,amazon
Zi Cotton Ear Buds 100,37..72,N/A,Headphones,amazon
Airpods With Wireless Charging Case - Yellow,N/A,N/A,Headphones,amazon
سماعة ايربودز M10 بلوتوث بتقنية بلوتوث V5.1 - شحن سريع - صوت عالي - شاشة رقمية - تحكم باللمس,299..00,EGP 325.00,Headphones,amazon
Celebrat D13 Wired Stereo Sound Earphones With Microphone And Controller Button Pure And Lossless Audio Quality And Clarity In Calls Fits Various Smart Devices Type C Jack 1.2 Meter Length - White,111..00,EGP 118.00,Headphones,amazon
"Headphone P9 Pro Max Wireless Bluetooth Headphones Over Ear Stereo Music Headphones Gaming Headset stereo - Supports Mircoro TF for Laptop/Mobile Phone/PC + Caver Headset, Support Memory Card (white)",590..00,N/A,Headphones,amazon
Y68 TWS Wireless Bt 5.1 Light Headset Game Earphone Waterproof Touch Control Low Delay In-ear Headphones Earbuds,675..00,N/A,Headphones,amazon
RAVPower RP-BH1006 Stereo Wired Earphone With 3.5mm Plug - Black,349..00,N/A,Headphones,amazon
"USB Type C Wired Headphones with Microphone for iPhone 15, Samsung Galaxy S23, Ultra S23+, S23 Plus, USB C Earbuds with Mic Volume Control in-Ear Compatible with iPad Pro",198..00,EGP 214.00,Headphones,amazon
ELMO3EZZ سماعة في الاذن سلكي متوافق مع هواتف ايفون 7 و7 بلس واكس و 11 و12 و13 Pro Max - أبيض,360..00,N/A,Headphones,amazon
M10 True Wireless Stereo Bluetooth 5.1 Waterproof Sports Earphones with Mic Charging Case Black,244..00,N/A,Headphones,amazon
"Wired Earphones, 2 Pack Sound Isolating Earphone Compatible with iPhone 6 Plus SE 5S4, iPod iPad, MP3 Samsung Android, In-Ear, White",295..44,N/A,Headphones,amazon
"Pure WHite Color Earphone Headset w/Remote Mic For iphone 6S/6sPLUS/6/6PLUS/5/4/IPAD/IPOd, Wired",59..00,N/A,Headphones,amazon
RavPower RP-BH1016 Open-Ear True Wireless Bluetooth Earbuds Black,"1,299..00",N/A,Headphones,amazon
Yison x2 Plastic Wired Earphone With Modern Design And Microphone - White,65..00,EGP 110.00,Headphones,amazon
"Marshall Motif ANC - True Wireless Active Noise Cancelling Bluetooth Headphones, Earbuds – Black",N/A,N/A,Headphones,amazon
Celebrat G4 wired earphones,89..00,N/A,Headphones,amazon
"ONIKUMA K19 Professional Gaming Headset With Noise Cancellation Microphone And High Fidelity For Computer 50MM - Black, Wired",728..00,N/A,Headphones,amazon
"Buds Pro2 Bluetooth Headset with Active Noise Cancelling Wireless Charging Case (White, True Wireless) in Ear Gen 2",465..00,N/A,Headphones,amazon
"SODO 1008 Bluetooth Headphone, Wireless, Wired",424..00,EGP 438.99,Headphones,amazon
SUPVOL Apple Headphones with Lightning Connector With Volume Control and Microphone For Iphone - White,174..99,N/A,Headphones,amazon
BLUE SPECTRUM F-1 WHITE STEREO EARPHONE,99..00,N/A,Headphones,amazon
Bluetooth Headset - Simi Original (US) - 2,455..00,N/A,Headphones,amazon
Remax RW-105 Wired Stereo Sound Quality Earphones Containing Microphone With Controller Button And 3.5 Mm Jack - Black,69..00,EGP 132.00,Headphones,amazon
Wireless Earphone K8 TWS True Low-Latency Headset Waterproof Mini Stereo Headphones Sport Gaming TWS Earbuds,800..00,N/A,Headphones,amazon
"Sleep Headphones Headband, Wireless V5.0 Bluetooth Headphones, Wireless Sports Headband, Built-in ultra-thin HD stereo speakers, Suitable for Side Sleep/Sports/Cycling/Traveling/Fitness/Relaxation",399..00,N/A,Headphones,amazon
"Sony WF-C500 True Wireless Headphones with Built-in mic, Reliable Bluetooth connection - White","4,000..00",N/A,Headphones,amazon
"M2 Pods - True Wireless Earphones with Noise Canceling, Clear Sound, Deep Bass","1,250..00",N/A,Headphones,amazon
"HyperX 683L9AA Medium Cloud Stinger 2 Core DTS Headphone X Spatial Audio Gaming Headset, Medium, Wired Black","3,120..00",N/A,Headphones,amazon
"Zord k9 gaming headset, noise cancelling","3,499..00",N/A,Headphones,amazon
JBL TUNE 205 - In-Ear Headphone with One-Button Remote/Mic - White Silver,579..00,N/A,Headphones,amazon
"SoundPEATS Free2 classic Wireless Earbuds Bluetooth V5.1 Headphones with 30Hrs Playtime in-Ear Wireless Earphones, Built-in Mic for Clear Calls, Touch Control, Single/Twin Mode, Stereo Sound (White)","1,422..72",N/A,Headphones,amazon
KP TECHNOLOGY In-Ear Earphones For Samsung Galaxy S25 / Galaxy S25 Plus/Galaxy S25 Ultra/Galaxy S24 FE/Galaxy S24 / S24 Plus / S24 Ultra - Headphones Earbuds with USB Type C interface (BLACK),N/A,N/A,Headphones,amazon
Len ovo thinkplus Live Pods GM2 Pro (Black),"1,292..00",N/A,Headphones,amazon
Joyroom Earbuds True Wireless JR-BC1 ANC (White),995..00,N/A,Headphones,amazon
Realme Buds Air Neo Bluetooth Wireless Earphones - White,N/A,N/A,Headphones,amazon
"In-Ear Wired Headset and Volume Control Compatible with iPhone 7,8,11,12,13 and X s max White",105..00,N/A,Headphones,amazon
P68 Wireless Bluetooth Headset - Deep Sound - Built-in Microphone - Rechargeable Battery - Stylish Design (Black),350..00,N/A,Headphones,amazon
"USB C Type C Headphones 2 Pack Wired Earbuds with Mic Remote Control Noise Cancelling Compatible with iPhone 16/15 Pro, iPad Pro, Galaxy S23/S22/S21/S20/Ultra Note 10/20",375..00,N/A,Headphones,amazon
"Yamaha Headphone Cable with Remote/Mic, EPH-RS01 BEIGE",295..00,N/A,Headphones,amazon
Lenovo LP40 TWS earphones (Black),699..00,N/A,Headphones,amazon
"AirPoder' Pro 3 Plus (3rd Gen) Bluetooth Earbuds with Active Noise Cancelling Wireless Charging Case (White, True Wireless)",465..00,N/A,Headphones,amazon
WIWU TWS12 Pure Sound TWS Airbuds Bluetooth verg 5.3 - Turquoise Blue|18 Months Warranty,"1,091..47",N/A,Headphones,amazon
"Oraimo Rhyme Wireless Bluetooth Earbuds with 30dB Active Noise Cancelling, 4 Micphones for Clear Call, 20Hr Battery Life, in-Ear Bluetooth Earphone",N/A,N/A,Headphones,amazon
"WIWU Airbuds Pro SE In Ear TWS Touch Control, Pop-up window, tap function, HIFI clear voice, BT5.0-White|18 Months Warranty",899..00,N/A,Headphones,amazon
"Lite'Ning Stereo Headphones Noise Isolating Headphones with Built-in Microphone and Volume Control for Apple 7/11/12/13, Direct Without Bluetooth",240..00,N/A,Headphones,amazon
"Daifferchoi Sports Headbands Sleep Headphones Bluetooth Music Headband Wireless, Soft Breathable Bluetooth Headbands with Long-Time Play for Workout, Jogging, Yoga,Travel, Running, Meditation--Black",359..10,N/A,Headphones,amazon
"Logitech Zone 300 Wireless Bluetooth Headset With Noise-Cancelling Microphone, Compatible with Windows, Mac, Chrome, Linux, iOS, iPadOS, Android – Off-White","4,499..00","EGP 5,265.00",Headphones,amazon
Redragon H991 TRITON 7.1 Surround Sound Active Noise Canceling Gaming Headset,"2,619..00",N/A,Headphones,amazon
"Tingwode s6 music earphones for ios and android - black-12x12x2 cm, Wired Headphones Headset",58..00,EGP 75.00,Headphones,amazon
AWEI T29 True Wireless Bluetooth Earphones with Mic and Charging Case - Black,599..00,N/A,Headphones,amazon
"OPPO Enco Air 2 Pro, Wireless",N/A,N/A,Headphones,amazon
"Puro Sound Labs PuroBasic Volume Limiting Wired Headphones for Kids, Foldable & Adjustable Headband w/Microphone, Compatible with Smartphones, Tablets and PC’s (Blue)",N/A,N/A,Headphones,amazon
Etrain (hp61w) feather light comfort wired earphone - white,147..10,N/A,Headphones,amazon
Sodo MH3 2 in 1 Wireless Bluetooth On-Ear Headphones and Bluetooth Speaker - Gold,949..00,N/A,Headphones,amazon
"Gigamax GM-008 Small gm- 008 2 jack gaming headphones - black, Wired Black Headset",244..48,EGP 310.00,Headphones,amazon
Lenovo thinkplus Headphones TH10 (Black),"1,422..00",N/A,Headphones,amazon
Listen TG-HF68 Earphone Stereo lightning Ergonomic Design With Earphone plug Comfortable And Extra Bass For Mobile Phone - White Headphones Headset,110..00,N/A,Headphones,amazon
